FinancialYear,Componend,Description,Quantity,UnitPrice,TotalPrice,ProductType,CusGroup,CustomerName,Date,Division,UnitofMeasure,Supplier,CATNo,Cluster,ProductGroup,Region,SalesPersonCode,CusType
2017-2018,02_ACHIVE,M-53DDILUENT20L,83,11079.51,919599.33,CON,GVT,GENERALHOSPITAL-RATHNAPURA,1/9/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000136,MED-CLUSTER-02,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,02_ACHIVE,"B55CONTROL6X3.5MLTRILEVEL(2N,2H,2L)",1,44239.32,0,CON,GVT,ASHRAFFMEMORIALHOSPITAL,1/8/2018,MED,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000136-00,MED-CLUSTER-02,HEMATOLOGY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,"B55CONTROL6X3.5MLTRILEVEL(2N,2H,2L)",1,44239.32,0,CON,GVT,BASEHOSPITAL-KALMUNAI,1/8/2018,MED,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000136-00,MED-CLUSTER-02,HEMATOLOGY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,"B55CONTROL6X3.5MLTRILEVEL(2N,2H,2L)",1,44239.32,0,CON,GVT,BASEHOSPITAL-KANTHALE,1/8/2018,MED,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000136-00,MED-CLUSTER-02,HEMATOLOGY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,"B55CONTROL6X3.5MLTRILEVEL(2N,2H,2L)",1,44239.32,0,CON,GVT,BASEHOSPITAL-AKKARAIPATTU,1/8/2018,MED,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000136-00,MED-CLUSTER-02,HEMATOLOGY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,"B55CONTROL6X3.5MLTRILEVEL(2N,2H,2L)",1,44239.32,0,CON,GVT,GENERALHOSPITAL-TRINCOMALEE,1/8/2018,MED,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000136-00,MED-CLUSTER-02,HEMATOLOGY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,"B55CONTROL6X3.5MLTRILEVEL(2N,2H,2L)",1,44239.32,0,CON,GVT,BASEHOSPITAL-KALMUNAI,1/8/2018,MED,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000136-00,MED-CLUSTER-02,HEMATOLOGY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,"B55CONTROL6X3.5MLTRILEVEL(2N,2H,2L)",1,44239.32,0,CON,GVT,BASEHOSPITAL-AKKARAIPATTU,1/8/2018,MED,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000136-00,MED-CLUSTER-02,HEMATOLOGY,MED-REGION06,MED_JS,GVT
2017-2018,02_ACHIVE,M-68DSDILUENT(20L),100,8048.65,804865,CON,GVT,TEACHINGHOSPITAL-KANDY,1/2/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-001974-00,MED-CLUSTER-03,HEMATOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,M-68LDLYSE(1L),92,13477.03,1239886.76,CON,GVT,TEACHINGHOSPITAL-KANDY,1/2/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002026-00,MED-CLUSTER-03,HEMATOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,M-68LBLYSE(1L),92,13477.03,1239886.76,CON,GVT,TEACHINGHOSPITAL-KANDY,1/2/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002028-00,MED-CLUSTER-03,HEMATOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,M-68FNDYE(12ML),8,32945.5,263564,CON,GVT,TEACHINGHOSPITAL-KANDY,1/2/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002231-00,MED-CLUSTER-03,HEMATOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,M-68FRDYE(12ML),8,51136.71,409093.68,CON,GVT,TEACHINGHOSPITAL-KANDY,1/2/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002232-00,MED-CLUSTER-03,HEMATOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,02_ACHIVE,M-53PPROBECLEANSER50ML,10,1945.27,19452.7,CON,GVT,GENERALHOSPITAL-CHILAW,1/8/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",003D-30-84194,MED-CLUSTER-03,HEMATOLOGY,MED-REGION01,MED_AD,GVT
2017-2018,02_ACHIVE,M-53LEO(I)LYSE1L,64,24310.63,1555880.32,CON,GVT,GENERALHOSPITAL-CHILAW,1/8/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000128,MED-CLUSTER-03,HEMATOLOGY,MED-REGION01,MED_AD,GVT
2017-2018,02_ACHIVE,M-53LEO(II)LYSE400ml,16,34033.48,544535.68,CON,GVT,GENERALHOSPITAL-CHILAW,1/8/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000131,MED-CLUSTER-03,HEMATOLOGY,MED-REGION01,MED_AD,GVT
2017-2018,02_ACHIVE,M-53LHLYSEIL,32,37969.18,1215013.76,CON,GVT,GENERALHOSPITAL-CHILAW,1/8/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000133,MED-CLUSTER-03,HEMATOLOGY,MED-REGION01,MED_AD,GVT
2017-2018,02_ACHIVE,M-53CLEANSER1L,8,5325.17,42601.36,CON,GVT,GENERALHOSPITAL-CHILAW,1/8/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000134,MED-CLUSTER-03,HEMATOLOGY,MED-REGION01,MED_AD,GVT
2017-2018,02_ACHIVE,M-53DDILUENT20L,70,11114.07,777984.9,CON,GVT,GENERALHOSPITAL-CHILAW,1/8/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000136,MED-CLUSTER-03,HEMATOLOGY,MED-REGION01,MED_AD,GVT
2017-2018,02_ACHIVE,M-68DSDILUENT(20L),21,10000.34,210007.14,CON,GVT,LADYRIDGEWAYHOSPITAL,1/9/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-001974-00,MED-CLUSTER-01A,HEMATOLOGY,MED-REGION03,MED_KDGH,GVT
2017-2018,02_ACHIVE,M-68DRDILUENT(1L),1,13854.354,13854.35,CON,GVT,LADYRIDGEWAYHOSPITAL,1/9/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002025-00,MED-CLUSTER-01A,HEMATOLOGY,MED-REGION03,MED_KDGH,GVT
2017-2018,02_ACHIVE,M-68LDLYSE(1LX4),7,66984.14,468888.98,CON,GVT,LADYRIDGEWAYHOSPITAL,1/9/2018,MED,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002026-00,MED-CLUSTER-01A,HEMATOLOGY,MED-REGION03,MED_KDGH,GVT
2017-2018,02_ACHIVE,M-68LNLYSE(1L),1,8902.944,8902.94,CON,GVT,LADYRIDGEWAYHOSPITAL,1/9/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002027-00,MED-CLUSTER-01A,HEMATOLOGY,MED-REGION03,MED_KDGH,GVT
2017-2018,02_ACHIVE,M-68LBLYSE(1LX4),7,66984.14,468888.98,CON,GVT,LADYRIDGEWAYHOSPITAL,1/9/2018,MED,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002028-00,MED-CLUSTER-01A,HEMATOLOGY,MED-REGION03,MED_KDGH,GVT
2017-2018,02_ACHIVE,M-68LHLYSE(1LX4),2,66984.14,133968.28,CON,GVT,LADYRIDGEWAYHOSPITAL,1/9/2018,MED,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002029-00,MED-CLUSTER-01A,HEMATOLOGY,MED-REGION03,MED_KDGH,GVT
2017-2018,02_ACHIVE,PROBECLEANSER(50ML),8,1484.34,11874.72,CON,GVT,LADYRIDGEWAYHOSPITAL,1/9/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002225-00,MED-CLUSTER-01A,HEMATOLOGY,MED-REGION03,MED_KDGH,GVT
2017-2018,02_ACHIVE,M-68FNDYE(12ML),1,40936.6024,40936.6,CON,GVT,LADYRIDGEWAYHOSPITAL,1/9/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002231-00,MED-CLUSTER-01A,HEMATOLOGY,MED-REGION03,MED_KDGH,GVT
2017-2018,02_ACHIVE,M-68FRDYE(12ML),1,63540.284,63540.28,CON,GVT,LADYRIDGEWAYHOSPITAL,1/9/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002232-00,MED-CLUSTER-01A,HEMATOLOGY,MED-REGION03,MED_KDGH,GVT
2017-2018,02_ACHIVE,M-68FDDYE(12MLX4),7,71666.24,501663.68,CON,GVT,LADYRIDGEWAYHOSPITAL,1/9/2018,MED,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002233-00,MED-CLUSTER-01A,HEMATOLOGY,MED-REGION03,MED_KDGH,GVT
2017-2018,02_ACHIVE,PROBECLEANSER(50ML),3,1524.5652,4573.7,CON,GVT,REGIONALDIRECTOROFHEALTHSERVICES-AMPARA,1/3/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002225-00,MED-CLUSTER-02,HEMATOLOGY,MED-REGION06,MED_RC,GVT
2017-2018,02_ACHIVE,DILUENT20L,3,20108.3652,60325.1,CON,GVT,REGIONALDIRECTOROFHEALTHSERVICES-AMPARA,1/3/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A12-000047,MED-CLUSTER-02,HEMATOLOGY,MED-REGION06,MED_RC,GVT
2017-2018,02_ACHIVE,CFLLYSE(500ML/BOTTLE),1,31969.9913,31969.99,CON,GVT,REGIONALDIRECTOROFHEALTHSERVICES-AMPARA,1/3/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A12-000084,MED-CLUSTER-02,HEMATOLOGY,MED-REGION06,MED_RC,GVT
2017-2018,02_ACHIVE,M-58DDILUENT20L,25,8088.24,202206,CON,GVT,GENERALHOSPITAL-AMPARA,1/3/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000403-00,MED-CLUSTER-02,HEMATOLOGY,MED-REGION06,MED_RC,GVT
2017-2018,02_ACHIVE,PROBECLEANSER50ML,10,2023.88,20238.8,CON,GVT,GENERALHOSPITAL-AMPARA,1/3/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000405-00,MED-CLUSTER-02,HEMATOLOGY,MED-REGION06,MED_RC,GVT
2017-2018,02_ACHIVE,M-58LEO(I)LYSE1LX4,25,102412.29,2560307.25,CON,GVT,GENERALHOSPITAL-AMPARA,1/3/2018,MED,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000415-00,MED-CLUSTER-02,HEMATOLOGY,MED-REGION06,MED_RC,GVT
2017-2018,02_ACHIVE,M-58LHLYSE500MLX4,25,51213.42,1280335.5,CON,GVT,GENERALHOSPITAL-AMPARA,1/3/2018,MED,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000417-00,MED-CLUSTER-02,HEMATOLOGY,MED-REGION06,MED_RC,GVT
2017-2018,02_ACHIVE,M-58LBALYSE1LX4,25,102412.29,2560307.25,CON,GVT,GENERALHOSPITAL-AMPARA,1/3/2018,MED,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000418-00,MED-CLUSTER-02,HEMATOLOGY,MED-REGION06,MED_RC,GVT
2017-2018,02_ACHIVE,M-58DDILUENT20L,25,8088.24,202206,CON,GVT,GENERALHOSPITAL-AMPARA,1/3/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000403-00,MED-CLUSTER-02,HEMATOLOGY,MED-REGION06,MED_RC,GVT
2017-2018,02_ACHIVE,M-58LEO(I)LYSE1LX4,25,102412.29,2560307.25,CON,GVT,GENERALHOSPITAL-AMPARA,1/3/2018,MED,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000415-00,MED-CLUSTER-02,HEMATOLOGY,MED-REGION06,MED_RC,GVT
2017-2018,02_ACHIVE,M-58LHLYSE500MLX4,25,51213.42,1280335.5,CON,GVT,GENERALHOSPITAL-AMPARA,1/3/2018,MED,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000417-00,MED-CLUSTER-02,HEMATOLOGY,MED-REGION06,MED_RC,GVT
2017-2018,02_ACHIVE,M-58LBALYSE1LX4,25,102412.29,2560307.25,CON,GVT,GENERALHOSPITAL-AMPARA,1/3/2018,MED,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000418-00,MED-CLUSTER-02,HEMATOLOGY,MED-REGION06,MED_RC,GVT
2017-2018,02_ACHIVE,M-68LDLYSE(1L),4,18113.12,72452.48,CON,GVT,SRIJAYAWARDENAPURAGENERALHOSPITAL-NUGEGODA,1/5/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002026-00,MED-CLUSTER-01A,HEMATOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,02_ACHIVE,M-68LBLYSE(1L),4,18113.12,72452.48,CON,GVT,SRIJAYAWARDENAPURAGENERALHOSPITAL-NUGEGODA,1/5/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002028-00,MED-CLUSTER-01A,HEMATOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,02_ACHIVE,BS-300DISPOSIBLECUVETE,1,48383.55,48383.55,CON,GVT,OSUSALA-COLOMBO04,1/5/2018,MED,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",BA33-30-55737,MED-CLUSTER-01A,BIOCHEMISTRY,MED-REGION09,MED_BD,GVT
2017-2018,02_ACHIVE,M-68DSDILUENT(20L),4,8934,35736,CON,GVT,NATIONALCANCERINSTITUTE-MAHARAGAMA,1/9/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-001974-00,MED-CLUSTER-01A,HEMATOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,02_ACHIVE,M-53LEO(I)LYSE1L,2,26226.78,52453.56,CON,GVT,DEPARTMENTOFAYURVEDA,1/10/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000128,MED-CLUSTER-01A,HEMATOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,02_ACHIVE,M-53LEO(II)LYSE400ml,2,36720.77,73441.54,CON,GVT,DEPARTMENTOFAYURVEDA,1/10/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000131,MED-CLUSTER-01A,HEMATOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,02_ACHIVE,M-53LHLYSEIL,2,40968.55,81937.1,CON,GVT,DEPARTMENTOFAYURVEDA,1/10/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000133,MED-CLUSTER-01A,HEMATOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,02_ACHIVE,M-53CLEANSER1L,3,5744.33,17232.99,CON,GVT,DEPARTMENTOFAYURVEDA,1/10/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000134,MED-CLUSTER-01A,HEMATOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,02_ACHIVE,M-53DDILUENT20L,5,11992.35,59961.75,CON,GVT,DEPARTMENTOFAYURVEDA,1/10/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000136,MED-CLUSTER-01A,HEMATOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,02_ACHIVE,CFLLYSE(500ML/BOTTLE),3,28274,84822,CON,GVT,DEPARTMENTOFAYURVEDA,1/10/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A12-000132,MED-CLUSTER-01A,HEMATOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,02_ACHIVE,M-18DDILUENT20L,6,17775,106650,CON,GVT,DEPARTMENTOFAYURVEDA,1/10/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A12-000134,MED-CLUSTER-01A,HEMATOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,02_ACHIVE,M-18EE-ZCLEANSER(100ML/BOTTLE),8,14526,116208,CON,GVT,DEPARTMENTOFAYURVEDA,1/10/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A12-000138,MED-CLUSTER-01A,HEMATOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,02_ACHIVE,M-58LHLYSE500ML,4,12719.54,50878.16,CON,GVT,SRIJAYAWARDENAPURAGENERALHOSPITAL-NUGEGODA,1/10/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000417-00,MED-CLUSTER-01A,HEMATOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,02_ACHIVE,M-58LBALYSE1L,8,25440.58,203524.64,CON,GVT,SRIJAYAWARDENAPURAGENERALHOSPITAL-NUGEGODA,1/10/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000418-00,MED-CLUSTER-01A,HEMATOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,02_ACHIVE,M-58LBALYSE1L,12,40027.28,480327.36,CON,GVT,OSUSALA-COLOMBO04,1/10/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000418-00,MED-CLUSTER-01A,HEMATOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,02_ACHIVE,M-50DDILUENT20L,30,12642.29,379268.7,CON,GVT,OSUSALA-COLOMBO04,1/10/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A12-000167,MED-CLUSTER-01A,HEMATOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,02_ACHIVE,M-50LEO(1)LYSE1L,12,40027.28,480327.36,CON,GVT,OSUSALA-COLOMBO04,1/10/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A12-000219,MED-CLUSTER-01A,HEMATOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,02_ACHIVE,M-50LHLYSE500ML,16,20012.4,320198.4,CON,GVT,OSUSALA-COLOMBO04,1/10/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A12-000221,MED-CLUSTER-01A,HEMATOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,02_ACHIVE,M-50LBALYSE1L,12,40027.28,480327.36,CON,GVT,OSUSALA-COLOMBO04,1/10/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A12-000224,MED-CLUSTER-01A,HEMATOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,02_ACHIVE,M-58DDILUENT20L,30,12642.29,379268.7,CON,GVT,OSUSALA-COLOMBO04,1/10/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000403-00,MED-CLUSTER-01A,HEMATOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,02_ACHIVE,PROBECLEANSER50ML,6,3161.81,18970.86,CON,GVT,OSUSALA-COLOMBO04,1/10/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000405-00,MED-CLUSTER-01A,HEMATOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,02_ACHIVE,M-58LEO(I)LYSE1L,12,40027.28,480327.36,CON,GVT,OSUSALA-COLOMBO04,1/10/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000415-00,MED-CLUSTER-01A,HEMATOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,02_ACHIVE,M-58LBALYSE1L,12,40027.28,480327.36,CON,GVT,OSUSALA-COLOMBO04,1/10/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000418-00,MED-CLUSTER-01A,HEMATOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,02_ACHIVE,M-68DSDILUENT(20L),44,8934,393096,CON,GVT,NATIONALCANCERINSTITUTE-MAHARAGAMA,1/10/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-001974-00,MED-CLUSTER-01A,HEMATOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,02_ACHIVE,M-58DDILUENT20L,25,8035.99,200899.75,CON,GVT,SRIJAYAWARDENAPURAGENERALHOSPITAL-NUGEGODA,1/10/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000403-00,MED-CLUSTER-01A,HEMATOLOGY,MED-REGION09,MED_BD,GVT
2017-2018,02_ACHIVE,M-53LEO(I)LYSE1L,10,31501.0773,315010.77,CON,GVT,DISTRICTGENERALHOSPITAL-GAMPAHA,1/8/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000128,MED-CLUSTER-01B,HEMATOLOGY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,M-53LEO(II)LYSE400ml,4,44101.5217,176406.09,CON,GVT,DISTRICTGENERALHOSPITAL-GAMPAHA,1/8/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000131,MED-CLUSTER-01B,HEMATOLOGY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,M-53LHLYSEIL,8,49187.5043,393500.03,CON,GVT,DISTRICTGENERALHOSPITAL-GAMPAHA,1/8/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000133,MED-CLUSTER-01B,HEMATOLOGY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,M-53DDILUENT20L,26,14400.7043,374418.31,CON,GVT,DISTRICTGENERALHOSPITAL-GAMPAHA,1/8/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000136,MED-CLUSTER-01B,HEMATOLOGY,MED-REGION03,MED_SUD,GVT
2017-2018,02_ACHIVE,M-18DDILUENT20L,1,17775,17775,CON,GVT,REGIONALDIRECTOROFHEALTHSERVICES-RATHNAPURA,1/9/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A12-000134,MED-CLUSTER-02,HEMATOLOGY,MED-REGION02,MED_NM,GVT
2017-2018,02_ACHIVE,M-18EE-ZCLEANSER(100ML/BOTTLE),1,14544,14544,CON,GVT,REGIONALDIRECTOROFHEALTHSERVICES-RATHNAPURA,1/9/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A12-000138,MED-CLUSTER-02,HEMATOLOGY,MED-REGION02,MED_NM,GVT
2017-2018,02_ACHIVE,PROBECLEANSER17MLBOTTLE,7,1357.28,9500.96,CON,GVT,REGIONALDIRECTOROFHEALTHSERVICES-RATHNAPURA,1/9/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A12-000046,MED-CLUSTER-02,HEMATOLOGY,MED-REGION02,MED_NM,GVT
2017-2018,02_ACHIVE,DILUENT20L,5,18858.63,94293.15,CON,GVT,REGIONALDIRECTOROFHEALTHSERVICES-RATHNAPURA,1/9/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A12-000047,MED-CLUSTER-02,HEMATOLOGY,MED-REGION02,MED_NM,GVT
2017-2018,02_ACHIVE,CFLLYSE(500ML/BOTTLE),4,29985.42,119941.68,CON,GVT,REGIONALDIRECTOROFHEALTHSERVICES-RATHNAPURA,1/9/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A12-000084,MED-CLUSTER-02,HEMATOLOGY,MED-REGION02,MED_NM,GVT
2017-2018,02_ACHIVE,M-53PPROBECLEANSER50ML,2,1938.41,3876.82,CON,GVT,REGIONALDIRECTOROFHEALTHSERVICES-RATHNAPURA,1/9/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",003D-30-84194,MED-CLUSTER-02,HEMATOLOGY,MED-REGION02,MED_NM,GVT
2017-2018,02_ACHIVE,M-53LEO(I)LYSE1L,28,24232,678496,CON,GVT,REGIONALDIRECTOROFHEALTHSERVICES-RATHNAPURA,1/9/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000128,MED-CLUSTER-02,HEMATOLOGY,MED-REGION02,MED_NM,GVT
2017-2018,02_ACHIVE,M-53LEO(II)LYSE400ml,7,33925.89,237481.23,CON,GVT,REGIONALDIRECTOROFHEALTHSERVICES-RATHNAPURA,1/9/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000131,MED-CLUSTER-02,HEMATOLOGY,MED-REGION02,MED_NM,GVT
2017-2018,02_ACHIVE,M-53LHLYSEIL,8,37850,302800,CON,GVT,REGIONALDIRECTOROFHEALTHSERVICES-RATHNAPURA,1/9/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000133,MED-CLUSTER-02,HEMATOLOGY,MED-REGION02,MED_NM,GVT
2017-2018,02_ACHIVE,M-53CLEANSER1L,6,5309.73,31858.38,CON,GVT,REGIONALDIRECTOROFHEALTHSERVICES-RATHNAPURA,1/9/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000134,MED-CLUSTER-02,HEMATOLOGY,MED-REGION02,MED_NM,GVT
2017-2018,02_ACHIVE,M-53DDILUENT20L,38,11079.51,421021.38,CON,GVT,REGIONALDIRECTOROFHEALTHSERVICES-RATHNAPURA,1/9/2018,MED,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000136,MED-CLUSTER-02,HEMATOLOGY,MED-REGION02,MED_NM,GVT
