FinancialYear,Description,Quantity,UnitPrice,TotalPrice,ProductType,CustomerName,Date,UnitofMeasure,Supplier,CATNo,ProductGroup,Region,SalesPersonCode,CusType
2017-2018,M-58LEO(I)LYSE1L,30,27834.25,835027.5,CON,BASEHOSPITAL-TANGALLE,9/13/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000415-00,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,M-58LHLYSE500ML,30,13916.22,417486.6,CON,BASEHOSPITAL-TANGALLE,9/13/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000417-00,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,PROBECLEANSER50ML,30,2389.95,71698.5,CON,GENERALHOSPITAL-HAMBANTOTA,9/13/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000405-00,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,M-58LEO(I)LYSE1L,120,16789.58,2014749.6,CON,GENERALHOSPITAL-HAMBANTOTA,9/13/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000415-00,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,M-58LEO(II)LYSE500ML,50,11487.98,574399,CON,GENERALHOSPITAL-HAMBANTOTA,9/13/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000416-00,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,M-58LHLYSE500ML,60,8394.79,503687.4,CON,GENERALHOSPITAL-HAMBANTOTA,9/13/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000417-00,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,M-58LBALYSE1L,120,16789.58,2014749.6,CON,GENERALHOSPITAL-HAMBANTOTA,9/13/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000418-00,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,M-53PPROBECLEANSER50ML,2,1093.29,2186.58,CON,REGIONALDIRECTOROFHEALTHSERVICES-MATARA,9/13/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",003D-30-84194,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,M-53LEO(I)LYSE1L,10,13665.22,136652.2,CON,REGIONALDIRECTOROFHEALTHSERVICES-MATARA,9/13/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000128,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,M-53LHLYSEIL,8,21345.15,170761.2,CON,REGIONALDIRECTOROFHEALTHSERVICES-MATARA,9/13/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000133,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,M-53CLEANSER1L,12,2993.88,35926.56,CON,REGIONALDIRECTOROFHEALTHSERVICES-MATARA,9/13/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000134,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,E-ZCLEANSER(100ML/BOTTLE),5,16967.49,84837.45,CON,TEACHINGHOSPITAL-KARAPITIYA,9/13/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A12-000045,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,DILUENT20L,10,20733.4,207334,CON,TEACHINGHOSPITAL-KARAPITIYA,9/13/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A12-000047,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,M-68LDLYSE(1LX4),33,59838,1974654,CON,TEACHINGHOSPITAL-KARAPITIYA,9/13/2017,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002026-00,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,M-68LBLYSE(1LX4),33,59838,1974654,CON,TEACHINGHOSPITAL-KARAPITIYA,9/13/2017,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002028-00,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,M-68DSDILUENT(20L),100,8934,893400,CON,TEACHINGHOSPITAL-KARAPITIYA,9/19/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-001974-00,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,PROBECLEANSER(50ML),20,1326,26520,CON,TEACHINGHOSPITAL-KARAPITIYA,9/19/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002225-00,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,M-68FDDYE(12MLX4),2,64020,128040,CON,TEACHINGHOSPITAL-KARAPITIYA,9/20/2017,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002233-00,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,M-68FDDYE(12MLX4),5,64020,320100,CON,TEACHINGHOSPITAL-KARAPITIYA,9/21/2017,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002233-00,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,M-68FDDYE(12MLX4),23,64020,1472460,CON,TEACHINGHOSPITAL-KARAPITIYA,9/26/2017,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002233-00,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,M-53PPROBECLEANSER50ML,20,1093.29,21865.8,CON,DEPUTYPROVICIALDIRECTOROFHEALTHSERVICES-GALLE,9/26/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",003D-30-84194,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,M-53LEO(I)LYSE1L,39,13665.22,532943.58,CON,DEPUTYPROVICIALDIRECTOROFHEALTHSERVICES-GALLE,9/26/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000128,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,M-53LEO(II)LYSE400ml,18,19132.29,344381.22,CON,DEPUTYPROVICIALDIRECTOROFHEALTHSERVICES-GALLE,9/26/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000131,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,M-53LHLYSEIL,16,21345.15,341522.4,CON,DEPUTYPROVICIALDIRECTOROFHEALTHSERVICES-GALLE,9/26/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000133,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,M-53DDILUENT20L,50,6248.08,312404,CON,DEPUTYPROVICIALDIRECTOROFHEALTHSERVICES-GALLE,9/26/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000136,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,M-68DSDILUENT(20L),8,10006.1507,80049.21,CON,GENERALHOSPITAL-RATHNAPURA,9/29/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-001974-00,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,M-68LDLYSE(1LX4),5,67023.0899,335115.45,CON,GENERALHOSPITAL-RATHNAPURA,9/29/2017,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002026-00,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,M-68LBLYSE(1LX4),5,67023.0899,335115.45,CON,GENERALHOSPITAL-RATHNAPURA,9/29/2017,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002028-00,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,M-68LHLYSE(1LX4),3,67023.0899,201069.27,CON,GENERALHOSPITAL-RATHNAPURA,9/29/2017,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002029-00,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,PROBECLEANSER(50ML),10,1485.2033,14852.03,CON,GENERALHOSPITAL-RATHNAPURA,9/29/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002225-00,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,M-68FDDYE(12MLX4),5,71707.9074,358539.54,CON,GENERALHOSPITAL-RATHNAPURA,9/29/2017,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002233-00,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,B30CONTROL3MLHIGH,1,3706.5,0,CON,TEACHINGHOSPITAL-KARAPITIYA,9/30/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",0031-30-60731H,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,B30CONTROL3MLLOW,1,3706.5,0,CON,TEACHINGHOSPITAL-KARAPITIYA,9/30/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",0031-30-60731L,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,B30CONTROL3ML-NORMAL,1,3706.5,0,CON,TEACHINGHOSPITAL-KARAPITIYA,9/30/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",0031-30-60731N,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,"B55CONTROL6X3.5MLTRILEVEL(2N,2H,2L)",1,44239.32,0,CON,TEACHINGHOSPITAL-MAHAMODARA,9/30/2017,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000136-00,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,"B55CONTROL6X3.5MLTRILEVEL(2N,2H,2L)",1,44239.32,0,CON,GENERALHOSPITAL-MATARA,9/30/2017,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000136-00,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,"B55CONTROL6X3.5MLTRILEVEL(2N,2H,2L)",1,44239.32,0,CON,BASEHOSPITAL-BALAPITIYA,9/30/2017,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000136-00,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,"B55CONTROL6X3.5MLTRILEVEL(2N,2H,2L)",1,44239.32,0,CON,REGIONALDIRECTOROFHEALTHSERVICES-MATARA,9/30/2017,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000136-00,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,MINDRAYQCHIGH(3.5ML),1,7373.22,0,CON,DEPUTYPROVICIALDIRECTOROFHEALTHSERVICES-GALLE,9/30/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",B55H,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,MINDRAYQC-LOW(3.5ML),1,7373.22,0,CON,DEPUTYPROVICIALDIRECTOROFHEALTHSERVICES-GALLE,9/30/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",B55L,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,MINDRAYQCNORMAL(3.5ML),1,7373.22,0,CON,DEPUTYPROVICIALDIRECTOROFHEALTHSERVICES-GALLE,9/30/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",B55N,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,"B55CONTROL6X3.5MLTRILEVEL(2N,2H,2L)",2,44239.32,0,CON,GENERALHOSPITAL-RATHNAPURA,9/30/2017,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000136-00,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,"B55CONTROL6X3.5MLTRILEVEL(2N,2H,2L)",1,44239.32,0,CON,BASEHOSPITAL-TANGALLE,9/30/2017,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000136-00,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,"B55CONTROL6X3.5MLTRILEVEL(2N,2H,2L)",1,44239.32,0,CON,DISTRICTGENERALHOSPITAL-EMBILIPITIYA,9/30/2017,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000136-00,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,"B55CONTROL6X3.5MLTRILEVEL(2N,2H,2L)",1,44239.32,0,CON,GENERALHOSPITAL-HAMBANTOTA,9/30/2017,Box,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000136-00,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,B30CONTROL3MLHIGH,1,3706.5,0,CON,GENERALHOSPITAL-MATARA,9/30/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",0031-30-60731H,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,B30CONTROL3MLLOW,1,3706.5,0,CON,GENERALHOSPITAL-MATARA,9/30/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",0031-30-60731L,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,B30CONTROL3ML-NORMAL,1,3706.5,0,CON,GENERALHOSPITAL-MATARA,9/30/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",0031-30-60731N,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,"B30CONTROL6X3.0MLTRILEVEL(2N,2H,2L)",1,22425,0,CON,BASEHOSPITAL-BALAPITIYA,9/30/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",0031-30-60731,HEMATOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,PROBECLEANSER(50ML),30,1334.4955,40034.87,CON,ASHRAFFMEMORIALHOSPITAL,9/6/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002225-00,HEMATOLOGY,MED-REGION06,MED_JS,GVT
2017-2018,DILUENT20L,6,20096.03,120576.18,CON,REGIONALDIRECTOROFHEALTHSERVICES-TRINCOMALEE,9/6/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A12-000047,HEMATOLOGY,MED-REGION06,MED_JS,GVT
2017-2018,RINSE(20L/TANK),3,20096.03,60288.09,CON,REGIONALDIRECTOROFHEALTHSERVICES-TRINCOMALEE,9/6/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A12-000048,HEMATOLOGY,MED-REGION06,MED_JS,GVT
2017-2018,CFLLYSE(500ML/BOTTLE),4,31977.04,127908.16,CON,REGIONALDIRECTOROFHEALTHSERVICES-TRINCOMALEE,9/6/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A12-000084,HEMATOLOGY,MED-REGION06,MED_JS,GVT
2017-2018,DILUENT20L,6,20096.03,120576.18,CON,REGIONALDIRECTOROFHEALTHSERVICES-TRINCOMALEE,9/6/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A12-000047,HEMATOLOGY,MED-REGION06,MED_JS,GVT
2017-2018,CFLLYSE(500ML/BOTTLE),4,31977.04,127908.16,CON,REGIONALDIRECTOROFHEALTHSERVICES-TRINCOMALEE,9/6/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A12-000084,HEMATOLOGY,MED-REGION06,MED_JS,GVT
2017-2018,DILUENT20L,10,20096.03,200960.3,CON,REGIONALDIRECTOROFHEALTHSERVICES-TRINCOMALEE,9/6/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A12-000047,HEMATOLOGY,MED-REGION06,MED_JS,GVT
2017-2018,RINSE(20L/TANK),3,20096.03,60288.09,CON,REGIONALDIRECTOROFHEALTHSERVICES-TRINCOMALEE,9/6/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A12-000048,HEMATOLOGY,MED-REGION06,MED_JS,GVT
2017-2018,CFLLYSE(500ML/BOTTLE),6,31977.04,191862.24,CON,REGIONALDIRECTOROFHEALTHSERVICES-TRINCOMALEE,9/6/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A12-000084,HEMATOLOGY,MED-REGION06,MED_JS,GVT
2017-2018,PRINTERHPLASERJETP2035,1,0,0,CON,PROVINCIALDEPARTMENTOFHEALTHSERVICE-EASTERNPROVINCE,9/6/2017,PCS,DMSELECTRONICS(PVT)LTD,HP_P2035_PRINTER,GENERALLABORATORY,MED-REGION06,MED_JS,GVT
2017-2018,1000VA/700WISOLATION,1,0,0,INS,PROVINCIALDEPARTMENTOFHEALTHSERVICE-EASTERNPROVINCE,9/6/2017,PCS,SOMEKA,ISLT-1KVA-SOMEKA,OTHER,MED-REGION06,MED_JS,GVT
2017-2018,1KVAONLINEUPS,1,0,0,INS,PROVINCIALDEPARTMENTOFHEALTHSERVICE-EASTERNPROVINCE,9/6/2017,PCS,ASSIDUATECHNOLOGIES(PVT)LTD,UPS-C1K-ASSIDUA,OTHER,MED-REGION06,MED_JS,GVT
2017-2018,M-58DDILUENT20L,45,8597.4783,386886.52,CON,TEACHINGHOSPITAL-BATTICALOA,9/6/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-000403-00,HEMATOLOGY,MED-REGION06,MED_JS,GVT
2017-2018,M-53LEO(I)LYSE1L,10,36393.4609,363934.61,CON,BASEHOSPITAL-AKKARAIPATTU,9/19/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000128,HEMATOLOGY,MED-REGION06,MED_JS,GVT
2017-2018,M-53LEO(II)LYSE400ml,8,50949.7478,407597.98,CON,BASEHOSPITAL-AKKARAIPATTU,9/19/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000131,HEMATOLOGY,MED-REGION06,MED_JS,GVT
2017-2018,M-53LHLYSEIL,8,56843.1826,454745.46,CON,BASEHOSPITAL-AKKARAIPATTU,9/19/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000133,HEMATOLOGY,MED-REGION06,MED_JS,GVT
2017-2018,M-53CLEANSER1L,2,7971.8696,15943.74,CON,BASEHOSPITAL-AKKARAIPATTU,9/19/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000134,HEMATOLOGY,MED-REGION06,MED_JS,GVT
2017-2018,M-53DDILUENT20L,10,16638.3565,166383.57,CON,BASEHOSPITAL-AKKARAIPATTU,9/19/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000136,HEMATOLOGY,MED-REGION06,MED_JS,GVT
2017-2018,DILUENT20L,10,21802.9,218029,CON,REGIONALDIRECTOROFHEALTHSERVICES-BATTICALOA,9/19/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A12-000047,HEMATOLOGY,MED-REGION06,MED_JS,GVT
2017-2018,BC6800AUTOHEMATOLOGYANALYZER,1,3900000,3900000,INS,ASHRAFFMEMORIALHOSPITAL,9/29/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",BC-6800,HEMATOLOGY,MED-REGION06,MED_JS,GVT
2017-2018,3KVAONLINEUPS,1,0,0,CON,ASHRAFFMEMORIALHOSPITAL,9/29/2017,PCS,ASSIDUATECHNOLOGIES(PVT)LTD,CAT_00089,OTHER,MED-REGION06,MED_JS,GVT
2017-2018,PRINTERHPLASERJETP2035,1,0,0,CON,ASHRAFFMEMORIALHOSPITAL,9/29/2017,PCS,DMSELECTRONICS(PVT)LTD,HP_P2035_PRINTER,GENERALLABORATORY,MED-REGION06,MED_JS,GVT
2017-2018,I5_PRODESK_400_G2COMPUTERWITHMONITOR18.5'MONITOR,1,0,0,INS,ASHRAFFMEMORIALHOSPITAL,9/29/2017,PCS,BASEHP(PVT)LTD,I5_PRODESK_400_G2,OTHER,MED-REGION06,MED_JS,GVT
2017-2018,3KVAISOLATION,1,0,0,INS,ASHRAFFMEMORIALHOSPITAL,9/29/2017,PCS,SOMEKA,ISLT_3KVA_SOMEKA,OTHER,MED-REGION06,MED_JS,GVT
2017-2018,PROBECLEANSER(50ML),10,1572.92,15729.2,CON,DISTRICTGENERALHOSPITAL-MATALE,9/4/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002225-00,HEMATOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,PROBECLEANSER(50ML),10,1194.59,11945.9,CON,TEACHINGHOSPITAL-KANDY,9/4/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002225-00,HEMATOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,PROBECLEANSER(50ML),5,1515,7575,CON,REHABILITATIONHOSPITAL-DIGANA,9/4/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002225-00,HEMATOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,M-53PPROBECLEANSER50ML,9,2436.44,21927.96,CON,DISTRICTGENERALHOSPITAL-MATALE,9/4/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",003D-30-84194,HEMATOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,M-53LEO(I)LYSE1L,50,30458.88,1522944,CON,DISTRICTGENERALHOSPITAL-MATALE,9/4/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000128,HEMATOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,M-53LEO(II)LYSE400ml,15,42642.44,639636.6,CON,DISTRICTGENERALHOSPITAL-MATALE,9/4/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000131,HEMATOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,M-53LHLYSEIL,15,47575.1,713626.5,CON,DISTRICTGENERALHOSPITAL-MATALE,9/4/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000133,HEMATOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,M-53CLEANSER1L,4,6672.01,26688.04,CON,DISTRICTGENERALHOSPITAL-MATALE,9/4/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000134,HEMATOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,M-53DDILUENT20L,60,13924.25,835455,CON,DISTRICTGENERALHOSPITAL-MATALE,9/4/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000136,HEMATOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,M-53DDILUENT20L,10,13924.25,139242.5,CON,REGIONALDIRECTOROFHEALTHSERVICES-NUWARAELIYA,9/4/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000136,HEMATOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,PROBECLEANSER(50ML),8,1515,12120,CON,DISTRICTGENERALHOSPITAL-MATALE,9/4/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-002225-00,HEMATOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,M-52DIFFLYSE500MLX4,8,61317,490536,CON,DISTRICTGENERALHOSPITAL-MATALE,9/4/2017,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-003724-00,HEMATOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,M-52DDILUENT20L,20,8657,173140,CON,DISTRICTGENERALHOSPITAL-MATALE,9/4/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-004045-00,HEMATOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,M-52LHLYSE100MLX4,8,43283,346264,CON,DISTRICTGENERALHOSPITAL-MATALE,9/4/2017,PACK,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",105-004307-00,HEMATOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,M-53PPROBECLEANSER50ML,12,1878.83,22545.96,CON,GENERALHOSPITAL-NUWARAELIYA,9/4/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",003D-30-84194,HEMATOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,M-53LEO(I)LYSE1L,36,23487.08,845534.88,CON,GENERALHOSPITAL-NUWARAELIYA,9/4/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000128,HEMATOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,M-53LEO(II)LYSE400ml,4,32882.96,131531.84,CON,GENERALHOSPITAL-NUWARAELIYA,9/4/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000131,HEMATOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,M-53LHLYSEIL,12,36686.44,440237.28,CON,GENERALHOSPITAL-NUWARAELIYA,9/4/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000133,HEMATOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,M-53CLEANSER1L,6,5146.5,30879,CON,GENERALHOSPITAL-NUWARAELIYA,9/4/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000134,HEMATOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,M-53DDILUENT20L,46,10738.91,493989.86,CON,GENERALHOSPITAL-NUWARAELIYA,9/4/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A11-000136,HEMATOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,E-ZCLEANSER(100ML/BOTTLE),5,16965.67,84828.35,CON,TEACHINGHOSPITAL-KANDY,9/4/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A12-000045,HEMATOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,PROBECLEANSER17MLBOTTLE,5,1492.3,7461.5,CON,TEACHINGHOSPITAL-KANDY,9/4/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A12-000046,HEMATOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,DILUENT20L,30,20733.4,622002,CON,TEACHINGHOSPITAL-KANDY,9/4/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A12-000047,HEMATOLOGY,MED-REGION04,MED_BM,GVT
2017-2018,RINSE(20L/TANK),10,20733.4,207334,CON,TEACHINGHOSPITAL-KANDY,9/4/2017,PCS,"SHENZHENMINDRAYBIO-MEDICALELECTRONICSCO.,LTD",A12-000048,HEMATOLOGY,MED-REGION04,MED_BM,GVT
